,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Germany,3.0,21.0,1.0,121.0,9.0,21.0,6.0,1.0,17.0,1.0,44.0,10.0,48.0,25.0,2.0,203.0,3.0,21.0,4.0,36.0,80.0,78.0,20.0,48.0,1.0,200.0,14.0,70.0,12.0,0.0,28.0,2.0,163.0,0.0,0.0,3.0,13.0,90.0,21.0,2.0,29.0,18.0,19.0,0.0,59.0,107.0,342.0,16.0,104.0,30.0,0.0,0.0,556.0,8.0,1.0,12.0,19.0,2.0,51.0,1.0,2.0,0.0,55.0,3.0,24.0,72.0,34.0,437.0,125.0,2.0,0.0,0.0,54.0,36.0,4.0,24.0,26.0,32.0,95.0,4.0,57.0,18.0,10.0,1.0,21.0,41.0,6.0,131.0,279.0,0.0,16.0,5.0,6.0,7.0,41.0,15.0,0.0,72.0,74.0,11.0,23.0,27.0,2.0,15.0,5.0,3.0,164.0,8.0,60.0,30.0,0.0,86.0,0.0,28.0,52.0
Latvia,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
China,2.0,12.0,4.0,313.0,2.0,6.0,7.0,1.0,10.0,0.0,3.0,2.0,9.0,42.0,3.0,584.0,0.0,15.0,3.0,5.0,149.0,13.0,81.0,38.0,1.0,231.0,99.0,108.0,18.0,0.0,15.0,0.0,73.0,2.0,0.0,4.0,17.0,213.0,49.0,1.0,26.0,7.0,1.0,0.0,21.0,192.0,111.0,31.0,74.0,9.0,2.0,0.0,606.0,21.0,0.0,2.0,2.0,5.0,31.0,6.0,0.0,0.0,2.0,0.0,37.0,145.0,13.0,262.0,28.0,11.0,1.0,2.0,18.0,919.0,2.0,7.0,49.0,51.0,80.0,1.0,162.0,18.0,7.0,0.0,163.0,12.0,131.0,34.0,52.0,0.0,0.0,21.0,0.0,115.0,4.0,14.0,0.0,158.0,25.0,14.0,12.0,8.0,0.0,0.0,0.0,4.0,105.0,0.0,25.0,110.0,0.0,24.0,0.0,24.0,54.0
Costa Rica,1.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,1.0,13.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,7.0,0.0,14.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0
Japan,9.0,5.0,1.0,34.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,4.0,28.0,2.0,88.0,0.0,8.0,1.0,1.0,86.0,20.0,12.0,7.0,0.0,58.0,0.0,32.0,59.0,0.0,4.0,1.0,38.0,0.0,0.0,3.0,20.0,139.0,2.0,0.0,5.0,10.0,1.0,0.0,6.0,40.0,23.0,3.0,34.0,20.0,0.0,0.0,238.0,3.0,1.0,59.0,1.0,1.0,8.0,5.0,0.0,0.0,2.0,0.0,14.0,25.0,19.0,395.0,9.0,1.0,0.0,0.0,2.0,17.0,0.0,7.0,20.0,20.0,8.0,0.0,9.0,6.0,1.0,1.0,7.0,278.0,14.0,24.0,8.0,0.0,0.0,4.0,1.0,4.0,3.0,3.0,0.0,125.0,53.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,10.0,1.0,0.0,0.0,31.0,35.0
Spain,78.0,1.0,2.0,12.0,3.0,35.0,72.0,0.0,3.0,21.0,17.0,17.0,11.0,22.0,0.0,66.0,3.0,12.0,0.0,1.0,14.0,15.0,205.0,77.0,0.0,177.0,7.0,20.0,4.0,0.0,2.0,1.0,81.0,0.0,0.0,6.0,1.0,233.0,10.0,4.0,33.0,34.0,5.0,0.0,74.0,121.0,464.0,3.0,108.0,19.0,1.0,3.0,251.0,0.0,0.0,4.0,42.0,5.0,43.0,5.0,0.0,2.0,6.0,1.0,14.0,105.0,5.0,534.0,85.0,18.0,0.0,0.0,6.0,12.0,0.0,6.0,10.0,54.0,45.0,2.0,32.0,0.0,2.0,0.0,46.0,14.0,5.0,202.0,152.0,0.0,62.0,6.0,0.0,4.0,16.0,28.0,1.0,206.0,40.0,34.0,15.0,22.0,0.0,12.0,12.0,0.0,165.0,0.0,17.0,19.0,0.0,13.0,0.0,16.0,130.0
Italy,48.0,13.0,2.0,71.0,3.0,38.0,46.0,0.0,18.0,4.0,11.0,38.0,25.0,8.0,5.0,173.0,0.0,23.0,0.0,1.0,28.0,36.0,50.0,37.0,0.0,169.0,7.0,34.0,32.0,0.0,6.0,6.0,316.0,5.0,0.0,11.0,0.0,74.0,45.0,5.0,3.0,79.0,6.0,0.0,55.0,270.0,510.0,3.0,194.0,146.0,0.0,0.0,571.0,1.0,0.0,1.0,386.0,4.0,225.0,12.0,1.0,0.0,9.0,1.0,2.0,223.0,1.0,1123.0,791.0,13.0,0.0,0.0,27.0,146.0,1.0,124.0,142.0,90.0,189.0,2.0,23.0,31.0,4.0,1.0,53.0,426.0,5.0,357.0,160.0,5.0,222.0,10.0,3.0,2.0,12.0,59.0,0.0,205.0,56.0,29.0,39.0,42.0,0.0,59.0,1.0,1.0,107.0,0.0,41.0,54.0,0.0,145.0,0.0,20.0,90.0
India,1.0,11.0,2.0,74.0,17.0,12.0,7.0,2.0,3.0,0.0,2.0,76.0,4.0,31.0,4.0,162.0,2.0,5.0,0.0,0.0,70.0,15.0,219.0,33.0,0.0,76.0,7.0,84.0,7.0,0.0,5.0,3.0,60.0,3.0,0.0,66.0,0.0,283.0,21.0,2.0,18.0,9.0,6.0,0.0,17.0,68.0,34.0,2.0,38.0,4.0,2.0,0.0,588.0,9.0,1.0,4.0,3.0,18.0,208.0,17.0,0.0,0.0,4.0,2.0,7.0,214.0,2.0,347.0,8.0,1.0,27.0,16.0,1.0,16.0,1.0,2.0,18.0,36.0,150.0,1.0,59.0,12.0,2.0,1.0,25.0,49.0,5.0,57.0,25.0,0.0,2.0,9.0,0.0,10.0,2.0,6.0,0.0,900.0,6.0,11.0,7.0,5.0,0.0,9.0,1.0,0.0,217.0,1.0,96.0,32.0,15.0,0.0,1.0,34.0,396.0
Russian Federation,5.0,76.0,4.0,119.0,3.0,24.0,29.0,0.0,1.0,3.0,47.0,12.0,17.0,32.0,2.0,317.0,12.0,10.0,6.0,0.0,42.0,15.0,74.0,82.0,1.0,211.0,154.0,46.0,13.0,38.0,1.0,0.0,115.0,1.0,0.0,2.0,2.0,387.0,9.0,4.0,6.0,14.0,2.0,0.0,114.0,99.0,74.0,4.0,12.0,3.0,0.0,0.0,1265.0,1.0,0.0,0.0,6.0,0.0,31.0,7.0,0.0,0.0,59.0,0.0,17.0,51.0,1.0,647.0,41.0,4.0,0.0,0.0,43.0,1.0,3.0,19.0,8.0,61.0,72.0,1.0,154.0,11.0,1.0,0.0,111.0,67.0,20.0,78.0,43.0,1.0,11.0,1.0,0.0,14.0,13.0,9.0,0.0,146.0,62.0,5.0,5.0,13.0,1.0,9.0,6.0,0.0,251.0,15.0,110.0,32.0,0.0,13.0,0.0,46.0,72.0
Cabo Verde,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0
