,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
"Congo, The Democratic Republic of the",1.0,0.0,0.0,34.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,35.0,1.0,5.0,17.0,280.0,2.0,0.0,5.0,2.0,3.0,1.0,0.0,534.0,1.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,9.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,9.0,5.0,0.0,20.0,3.0,0.0,1.0,31.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,23.0,2.0,90.0,73.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,10.0,29.0,1.0,0.0,9.0,0.0,0.0,2.0,4.0,9.0,19.0,10.0,0.0,1.0,1.0,0.0,4.0,10.0,19.0,0.0,15.0,0.0,1.0,7.0,4.0,0.0,4.0,3.0,0.0,29.0,0.0,18.0,4.0,0.0,0.0,5.0,17.0,7.0
Costa Rica,3.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,0.0,556.0,0.0,0.0,2.0,2.0,12.0,5.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,17.0,18.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,9.0,0.0,0.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,14.0
Mexico,2.0,3.0,3.0,43.0,3.0,6.0,12.0,0.0,56.0,21.0,20.0,16.0,4.0,18.0,4.0,54.0,0.0,2573.0,0.0,0.0,19.0,9.0,137.0,19.0,1.0,52.0,0.0,20.0,4.0,0.0,4.0,5.0,24.0,1.0,0.0,2.0,0.0,33.0,5.0,2.0,4.0,22.0,1.0,0.0,12.0,84.0,94.0,1.0,56.0,5.0,3.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,3.0,0.0,1.0,11.0,29.0,1.0,138.0,3.0,2.0,0.0,0.0,2.0,4.0,14.0,3.0,4.0,49.0,11.0,0.0,51.0,11.0,31.0,0.0,49.0,17.0,11.0,91.0,83.0,2.0,7.0,2.0,0.0,11.0,0.0,48.0,7.0,108.0,26.0,2.0,5.0,3.0,2.0,4.0,6.0,2.0,21.0,1.0,27.0,12.0,0.0,40.0,0.0,4.0,126.0
Belgium,2.0,1.0,0.0,245.0,0.0,4.0,9.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,47.0,0.0,1928.0,0.0,0.0,7.0,7.0,9.0,4.0,0.0,65.0,0.0,17.0,6.0,0.0,15.0,0.0,32.0,0.0,0.0,0.0,2.0,16.0,5.0,2.0,3.0,3.0,1.0,1.0,6.0,33.0,8.0,0.0,10.0,2.0,0.0,0.0,149.0,0.0,0.0,0.0,33.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,5.0,20.0,2.0,53.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,1.0,1.0,5.0,12.0,3.0,12.0,20.0,0.0,0.0,8.0,6.0,3.0,13.0,38.0,0.0,3.0,0.0,1.0,2.0,6.0,9.0,0.0,20.0,1.0,9.0,0.0,4.0,0.0,2.0,6.0,1.0,14.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,14.0
Brazil,1.0,2.0,10.0,75.0,13.0,73.0,39.0,2.0,5.0,49.0,21.0,211.0,8.0,29.0,8.0,90.0,0.0,5850.0,7.0,35.0,24.0,61.0,496.0,18.0,0.0,73.0,3.0,47.0,0.0,0.0,18.0,2.0,147.0,2.0,0.0,38.0,2.0,67.0,6.0,13.0,6.0,168.0,2.0,1.0,26.0,281.0,111.0,2.0,133.0,46.0,9.0,2.0,653.0,1.0,1.0,1.0,1.0,104.0,479.0,32.0,2.0,0.0,9.0,0.0,50.0,187.0,23.0,553.0,42.0,1.0,0.0,0.0,11.0,73.0,27.0,4.0,12.0,61.0,182.0,1.0,197.0,22.0,45.0,0.0,157.0,74.0,35.0,152.0,60.0,1.0,29.0,85.0,0.0,7.0,4.0,37.0,3.0,1246.0,109.0,181.0,34.0,68.0,4.0,1.0,8.0,3.0,86.0,0.0,43.0,61.0,4.0,5.0,0.0,273.0,736.0
Norway,2.0,3.0,5.0,118.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0,6.0,1.0,4.0,8.0,574.0,2.0,0.0,5.0,4.0,6.0,5.0,0.0,26.0,9.0,21.0,1.0,0.0,2.0,3.0,20.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,14.0,12.0,27.0,1.0,6.0,2.0,0.0,1.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,9.0,18.0,0.0,41.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,6.0,8.0,2.0,0.0,2.0,169.0,0.0,0.0,4.0,0.0,5.0,7.0,26.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,9.0,5.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0
Guatemala,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,241.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,5.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0
Albania,1.0,15.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,155.0,0.0,1672.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
"Venezuela, Bolivarian Republic of",3.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,6.0,1.0,1.0,3.0,7.0,0.0,14.0,0.0,762.0,0.0,0.0,11.0,3.0,27.0,16.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,3.0,3.0,0.0,6.0,14.0,8.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,74.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,9.0,10.0,1.0,12.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,20.0,7.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,19.0,0.0,4.0,1.0,0.0,1.0,0.0,43.0,15.0
New Zealand,1.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,608.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,14.0,0.0,11.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,4.0,3.0,0.0,0.0,6.0,10.0,5.0,0.0,4.0,6.0,1.0,0.0,58.0,0.0,0.0,0.0,10.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,51.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,3.0,7.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,3.0,7.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,20.0,1.0,69.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,9.0
"Macedonia, Republic of",1.0,0.0,0.0,19.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,851.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Austria,1.0,0.0,1.0,92.0,3.0,2.0,1.0,0.0,5.0,0.0,6.0,3.0,15.0,2.0,0.0,56.0,0.0,2408.0,0.0,0.0,3.0,11.0,0.0,18.0,0.0,43.0,2.0,13.0,0.0,0.0,17.0,3.0,21.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,16.0,6.0,2.0,0.0,16.0,47.0,27.0,0.0,6.0,11.0,0.0,0.0,185.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,176.0,16.0,1.0,0.0,1.0,2.0,8.0,2.0,5.0,29.0,15.0,7.0,0.0,10.0,33.0,2.0,0.0,10.0,24.0,23.0,27.0,10.0,1.0,3.0,2.0,0.0,5.0,1.0,62.0,14.0,22.0,19.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,21.0,5.0,1.0,4.0,0.0,4.0,6.0
Ireland,1.0,4.0,0.0,357.0,0.0,13.0,2.0,0.0,1.0,1.0,1.0,5.0,14.0,1.0,0.0,80.0,0.0,2381.0,0.0,8.0,10.0,10.0,10.0,1.0,0.0,81.0,8.0,60.0,5.0,0.0,2.0,3.0,38.0,11.0,0.0,0.0,2.0,56.0,10.0,10.0,15.0,6.0,0.0,0.0,16.0,32.0,33.0,5.0,32.0,6.0,0.0,1.0,311.0,0.0,0.0,3.0,2.0,1.0,13.0,14.0,0.0,0.0,21.0,10.0,4.0,16.0,0.0,39.0,25.0,10.0,0.0,0.0,8.0,3.0,3.0,0.0,9.0,7.0,12.0,0.0,5.0,41.0,0.0,0.0,15.0,3.0,36.0,23.0,92.0,1.0,4.0,0.0,0.0,12.0,4.0,3.0,0.0,101.0,54.0,17.0,0.0,6.0,0.0,8.0,11.0,0.0,10.0,0.0,25.0,3.0,0.0,1.0,1.0,8.0,7.0
Netherlands,7.0,1.0,1.0,803.0,1.0,6.0,0.0,0.0,5.0,1.0,6.0,4.0,5.0,5.0,3.0,42.0,0.0,1588.0,0.0,1.0,26.0,5.0,5.0,2.0,1.0,35.0,1.0,21.0,1.0,0.0,3.0,1.0,50.0,0.0,0.0,3.0,0.0,10.0,14.0,3.0,6.0,14.0,1.0,1.0,8.0,56.0,18.0,1.0,16.0,6.0,0.0,0.0,88.0,0.0,0.0,1.0,19.0,1.0,6.0,9.0,1.0,0.0,4.0,0.0,10.0,14.0,0.0,69.0,25.0,1.0,0.0,0.0,21.0,9.0,2.0,6.0,10.0,25.0,26.0,14.0,7.0,34.0,1.0,0.0,46.0,16.0,9.0,26.0,65.0,0.0,8.0,5.0,1.0,3.0,3.0,7.0,0.0,21.0,5.0,1.0,7.0,6.0,1.0,0.0,1.0,0.0,33.0,0.0,12.0,3.0,1.0,10.0,0.0,2.0,21.0
Cameroon,1.0,0.0,1.0,37.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,89.0,10.0,1.0,0.0,214.0,0.0,0.0,3.0,0.0,6.0,10.0,2.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,1.0,0.0,1.0,0.0,20.0,1.0
Grenada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,167.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0
